Property_ID,Listing_Title,Property_Type,Listing_Type,Created,Scraped,Latitude,Longitude,City,Airbnb_PID,Airbnb_HID,HomeAway_PID,HomeAway_HID
ab-16505773,Charming Waterfront Sandbanks Cottage on West Lake,House,Entire home/apt,2016-12-24,2019-05-23,43.91707,-77.26834,Prince Edward County,16505773,4913223,NA,NA
ab-16505889,Summerhouse by the Sandbanks Park,House,Entire home/apt,2016-12-24,2019-05-21,43.87773,-77.2154,Prince Edward County,16505889,108463641,NA,NA
ab-16557880,West Lake Channel House,House,Entire home/apt,2016-12-28,2018-08-25,43.95966368526439,-77.31481147502387,Prince Edward County,16557880,13521103,NA,NA
ab-16558617,21-East overlooking Wellington park,House,Entire home/apt,2017-05-10,2019-05-23,43.95011,-77.34801,Prince Edward County,16558617,108999347,NA,NA
ab-16593040,30 on King (Sandbanks Passes),House,Entire home/apt,2017-01-01,2019-05-22,44.00733,-77.14488,Prince Edward County,16593040,87741471,NA,NA
ab-16684942,The Garden Suite in Picton,Guest suite,Entire home/apt,2017-01-06,2019-05-21,44.00902,-77.14305,Prince Edward County,16684942,91269884,NA,NA
ab-16719571,Cherry Beach Resort Cottage near Sandbanks,Cabin,Entire home/apt,2017-01-09,2017-01-28,43.92358452833455,-77.17879036819762,Prince Edward County,16719571,110815621,NA,NA
ab-16778386,"The Coach House

+  1 Sandbanks Seasons Car Pass",Guesthouse,Entire home/apt,2017-01-13,2019-05-22,44.00542,-77.13554,Prince Edward County,16778386,80780949,NA,NA
ab-16780010,"The County House
+ I Sandbanks Season Car Pass",House,Entire home/apt,2017-01-13,2019-05-23,44.00689,-77.13583,Prince Edward County,16780010,80780949,NA,NA
ab-16828614,The Here & Now,Cottage,Entire home/apt,2017-01-16,2019-05-21,44.08167,-77.27675,Prince Edward County,16828614,19298299,NA,NA
ab-16879967,Bayside Cottages - Cottage Rentals,Cabin,Entire home/apt,2017-01-19,2019-03-29,44.14955,-77.06596,Prince Edward County,16879967,97924062,NA,NA
ab-16892357,The Zest Suite,Apartment,Entire home/apt,2018-02-10,2019-05-22,44.00631,-77.1423,Prince Edward County,16892357,25755833,NA,NA
ab-16913370,Barbie & Ken,Cottage,Entire home/apt,2017-01-22,2019-05-21,44.01519,-77.41773,Prince Edward County,16913370,7684143,NA,NA
ab-16924479,Greenbush Academy,House,Entire home/apt,2017-08-17,2019-05-21,43.98706,-77.06695,Prince Edward County,16924479,113050210,NA,NA
ab-16953874,Church by the Bay,Apartment,Entire home/apt,2017-01-24,2017-04-10,44.12844669393817,-77.36987970140032,Prince Edward County,16953874,13521103,NA,NA
ab-16993722,Queen Anne Victorian house in heart of Wellington,Cabin,Entire home/apt,2017-01-27,2019-05-24,43.95155,-77.34544,Prince Edward County,16993722,113826425,304616vb,NA
ab-16999185,The Bloomfield Suite,Guest suite,Entire home/apt,2017-01-27,2018-04-14,43.988361876765246,-77.22416199759803,Prince Edward County,16999185,113498863,NA,NA
ab-17011627,Luxury Suite on the Bay of Quinte,House,Private room,2017-01-28,2019-02-12,44.06412411019977,-77.55897345687119,Prince Edward County,17011627,15726255,NA,NA
ab-17020860,Mimi's Not Here,House,Entire home/apt,2017-01-29,2018-11-12,44.00886059524773,-77.13851143427875,Prince Edward County,17020860,14208060,NA,NA
ab-17023396,Pool Side Pad  | Picton Main,House,Entire home/apt,2017-01-29,2018-12-24,44.01284855936095,-77.13629813291956,Prince Edward County,17023396,96980908,NA,NA
ab-17024763,The Consecon: 5 bedroom cottage on West Lake,Cottage,Entire home/apt,2017-01-29,2019-05-22,43.95949,-77.31156,Prince Edward County,17024763,67864542,NA,NA
ab-17029663,"COUNTY DREAM COTTAGE, GREAT SWIMMING, SANDY BOTTOM",Cabin,Entire home/apt,2017-01-29,2019-05-23,43.98828,-77.03798,Prince Edward County,17029663,114244713,NA,NA
ab-17104755,"River House, PEC",House,Entire home/apt,2017-02-03,2018-03-29,43.96294525885364,-77.04621508502291,Prince Edward County,17104755,10651233,NA,NA
ab-17150383,Exclusive West Lake Beach Bungalow,Entire cabin,Entire home/apt,2017-02-06,2018-01-14,43.91924218196657,-77.26701198160978,Prince Edward County,17150383,63343954,NA,NA
ab-17155129,Auberge d'OZ,Cottage,Entire home/apt,2017-02-06,2019-05-21,43.9537,-77.34494,Prince Edward County,17155129,84695669,NA,NA
ab-17160009,The Cottage Suite,Guest suite,Private room,2017-02-06,2019-05-25,43.98906,-77.2267,Prince Edward County,17160009,16110215,NA,NA
ab-17169191,#1 Sunny Guest Room in The County,House,Private room,2017-02-07,2019-05-24,43.96978,-77.38185,Prince Edward County,17169191,21787749,NA,NA
ab-17184853,The Camp at Waupoos Island - Complex,Island,Entire home/apt,2017-02-08,2019-05-21,43.99408,-76.98478,Prince Edward County,17184853,19805267,NA,NA
ab-17220310,Picton Perfect,House,Entire home/apt,2017-10-21,2019-05-23,44.02351,-77.11988,Prince Edward County,17220310,5022220,NA,NA
ab-17220729,Waterfront Cottage in Cherry Beach Resort!,Cottage,Entire home/apt,2017-02-10,2019-05-22,43.92477,-77.18658,Prince Edward County,17220729,115951369,NA,NA
ab-17247705,Breakaway Guest Suite unit 2,Apartment,Entire home/apt,2017-02-12,2019-05-24,43.98831,-77.35372,Prince Edward County,17247705,114222983,NA,NA
ab-17252399,Tangela's Gate Suites | The Rose Suite,Guest suite,Entire home/apt,2017-02-12,2019-05-23,43.97118,-77.38355,Prince Edward County,17252399,74996596,NA,NA
ab-17252737,Tangela's Gate Suites | The Sunflower Suite,Apartment,Entire home/apt,2017-02-12,2017-07-30,43.97085005440547,-77.38197496041137,Prince Edward County,17252737,74996596,NA,NA
ab-17269943,Cozy Lakehouse w/ Large Waterfront & Green Spaces,Cottage,Entire home/apt,2017-02-13,2019-05-23,43.91736,-77.0251,Prince Edward County,17269943,42047844,1011549vb,NA
ab-17303163,Trillium House - minutes from Sandbanks,House,Entire home/apt,2017-02-15,2019-05-22,43.90216,-77.19754,Prince Edward County,17303163,12452427,1033651vb,NA
ab-17313603,Swan Cove Cottage,Cabin,Entire home/apt,2017-02-15,2019-05-21,43.9006,-77.19667,Prince Edward County,17313603,116834576,NA,NA
ab-17317456,Picton Place,House,Entire home/apt,2017-02-16,2017-10-15,44.00653786263692,-77.14808014316057,Prince Edward County,17317456,13521103,NA,NA
ab-17329997,Highway House on Loyalist Parkway,House,Entire home/apt,2017-02-16,2018-05-16,43.96077888818258,-77.31022633344463,Prince Edward County,17329997,117001629,NA,NA
ab-17330766,Consecon Charmer,House,Private room,2017-02-16,2017-07-25,43.99292563013225,-77.52154106634116,Prince Edward County,17330766,117011698,NA,NA
ab-17333241,County Home,Entire house,Entire home/apt,2017-02-17,2018-02-19,43.98775007881844,-77.22681213691455,Prince Edward County,17333241,689351,NA,NA
ab-17363674,Mapiya Retreat - more than just B&B,House,Entire home/apt,2017-02-18,2018-09-30,44.04388414881804,-76.97757037979336,Prince Edward County,17363674,5928340,NA,NA
ab-17373251,Cherry Beach Resort Cottage -Picton,Cabin,Entire home/apt,2017-02-19,2018-05-03,43.93683950297039,-77.15508274549863,Prince Edward County,17373251,117407419,NA,NA
ab-17373757,HillTop House,Apartment,Entire home/apt,2017-02-19,2019-05-24,43.98786,-77.22576,Prince Edward County,17373757,99708335,NA,NA
ab-17385270,The Oasis by West Lake,House,Entire home/apt,2017-02-20,2019-05-23,43.94914,-77.24058,Prince Edward County,17385270,93447417,1086435vb,NA
ab-17422976,County Escape- Waterfront 3+ Acres amazing views,Cottage,Entire home/apt,2017-02-22,2019-05-24,44.16423,-77.09669,Prince Edward County,17422976,106617489,4478119,CanadaStays-970970w
ab-17441371,Vineyard Loft at ThreeDog Winery,Loft,Entire home/apt,2017-02-23,2019-05-24,44.12791,-77.11609,Prince Edward County,17441371,113564301,NA,NA
ab-17449623,Cozy Bunky,Tiny house,Private room,2017-02-24,2019-05-22,44.03594,-77.11479,Prince Edward County,17449623,20376352,NA,NA
ab-17458148,Luxury Loft in Picton,Guesthouse,Entire home/apt,2018-06-08,2019-05-21,43.99806,-77.09543,Prince Edward County,17458148,78241529,NA,NA
ab-17473463,Green Teal Suite-$130.00 per night for 2 persons,House,Private room,2017-02-25,2019-05-24,44.00773,-77.13276,Prince Edward County,17473463,118351097,NA,NA
ab-17473706,Snowy Owl Suite - $130.00 pr.night 2 persons.,House,Private room,2017-02-25,2019-05-25,44.00858,-77.13276,Prince Edward County,17473706,118351097,NA,NA
ab-17473976,"Blue Heron Suite - $130.00 for 2, incl tax",House,Private room,2017-02-25,2019-05-24,44.00787,-77.13162,Prince Edward County,17473976,118351097,NA,NA
ab-17474992,"Fox Lane, Prince Edward County, near Picton",House,Entire home/apt,2017-02-25,2019-05-23,44.02689,-77.18932,Prince Edward County,17474992,11049605,4478690,CanadaStays-970970w
ab-17493659,Trinity on the Lake,House,Entire home/apt,2017-09-06,2019-05-22,44.16412,-77.10191,Prince Edward County,17493659,118529832,NA,NA
ab-17542888,"Fun Lakeside property, Winery next door",House,Entire home/apt,2017-03-01,2019-05-24,44.00752,-77.46975,Prince Edward County,17542888,119002009,672630vb,NA
ab-17573760,The Kelly suite,House,Entire home/apt,2017-03-03,2019-05-24,43.91201,-77.15336,Prince Edward County,17573760,61180298,NA,NA
ab-17598952,The County Queen,House,Entire home/apt,2017-03-05,2019-05-23,44.00953,-77.14454,Prince Edward County,17598952,11362932,NA,NA
ab-17604689,The Lake St. Carriage House  (Year Round Hot Tub),House,Entire home/apt,2017-03-05,2019-05-21,44.00453,-77.15182,Prince Edward County,17604689,119646075,NA,NA
ab-17609840,Sunshine on Lake Street,Entire house,Entire home/apt,2017-03-05,2018-01-23,44.00149161223114,-77.15264607891675,Prince Edward County,17609840,119703339,NA,NA
ab-17618964,Caruso's Cove at Cherry Beach Resort,Cabin,Entire home/apt,2017-03-06,2017-07-13,43.92386321152492,-77.18028369543684,Prince Edward County,17618964,63740596,NA,NA
ab-17638032,The-Eckhart-House,House,Entire home/apt,2017-03-07,2019-05-24,43.91456,-77.23749,Prince Edward County,17638032,108999347,NA,NA
ab-17638638,Consecon-House,House,Entire home/apt,2017-03-07,2017-03-30,43.99484344389687,-77.4750256926637,Prince Edward County,17638638,108999347,NA,NA
ab-17638825,Rawn's Place,House,Entire home/apt,2017-03-07,2018-09-16,44.00785918448857,-77.13944758030131,Prince Edward County,17638825,119010319,NA,NA
ab-17656103,Wellington PEC Home with pool/sauna/fireplace!,House,Entire home/apt,2017-03-08,2019-05-22,43.95408,-77.33859,Prince Edward County,17656103,492452,NA,NA
ab-17665767,SkyLoft on West Lake,Apartment,Entire home/apt,2017-03-09,2019-05-22,43.95852,-77.31738,Prince Edward County,17665767,120242912,1032673vb,NA
ab-17765868,"A County home, 3 BD, parking, beaches, Wineries",House,Entire home/apt,2017-03-15,2017-04-28,44.03050318138531,-77.58229305336336,Prince Edward County,17765868,32014200,NA,NA
ab-17766516,"Cozy bed in The County, Wineries, Hottub & Beaches",House,Private room,2017-03-15,2017-04-30,44.02850962498278,-77.58237137018185,Prince Edward County,17766516,32014200,NA,NA
ab-17776639,Fish Lake Retreat,Apartment,Entire home/apt,2017-03-16,2017-03-20,44.08812995006586,-77.17990912489304,Prince Edward County,17776639,121378531,NA,NA
ab-17777820,"Cottage Au Coin,  cosy Cottage on the Corner.",Cabin,Entire home/apt,2017-03-16,2017-09-02,43.96759560843615,-77.03205295313929,Prince Edward County,17777820,5829165,NA,NA
ab-17779007,Queen of Queen Street,House,Entire home/apt,2017-03-16,2017-05-07,44.00805125742949,-77.14421484109884,Prince Edward County,17779007,121403350,NA,NA
ab-17808548,Wellington-Lake-House,House,Entire home/apt,2017-03-18,2019-05-23,43.9512,-77.34839,Prince Edward County,17808548,108999347,4085346,Sandbanks-Vacations-&-Tours-944420w
ab-17814145,Westwind Retreat | Great location to everything,Bungalow,Entire home/apt,2017-03-18,2019-05-22,43.9552,-77.34387,Prince Edward County,17814145,14516948,NA,NA
ab-17837456,The Auction House,House,Entire home/apt,2017-03-20,2017-04-15,43.96640114521766,-77.23803915143023,Prince Edward County,17837456,120953094,NA,NA
ab-17847414,Stowaway House,House,Entire home/apt,2017-03-20,2017-09-06,43.94014246500228,-77.1511123021396,Prince Edward County,17847414,80904105,NA,NA
ab-17848065,Kimball Lane Tranquility,Cabin,Entire home/apt,2017-03-20,2017-11-26,44.1736018024348,-77.0724083909545,Prince Edward County,17848065,36610881,NA,NA
ab-179046,"Su Casa in the County! Queen Bed, shared washroom.",House,Private room,2011-07-22,2019-05-23,43.99889,-77.1519,Prince Edward County,179046,208996,NA,NA
ab-17907068,3 Bedroom Century Home in heart of Wellington,House,Entire home/apt,2017-03-24,2019-05-23,43.95391,-77.35106,Prince Edward County,17907068,22289082,NA,NA
ab-17919357,Peace and Tranquility,House,Entire home/apt,2017-10-01,2019-05-24,44.00156,-77.004,Prince Edward County,17919357,62339353,4749719,CanadaStays-970970w
ab-17941618,Hill-Street-Blue,House,Entire home/apt,2017-03-26,2019-05-13,44.01745,-77.13295,Prince Edward County,17941618,108999347,4356510,Sandbanks-Vacations-&-Tours-944420w
ab-17942135,Dahlia-House,House,Entire home/apt,2017-03-26,2019-05-24,44.13749,-77.18234,Prince Edward County,17942135,108999347,NA,NA
ab-17942242,Farm-View-on-Main,House,Entire home/apt,2017-03-26,2019-05-22,43.99073,-77.22015,Prince Edward County,17942242,108999347,NA,NA
ab-17942371,Corner Haven Main,House,Entire home/apt,2017-10-02,2019-05-23,43.95242,-77.34878,Prince Edward County,17942371,108999347,NA,NA
ab-17953715,"Millennium Guest House on Main-Modern Comfy, Clean",Guesthouse,Entire home/apt,2017-03-27,2019-01-15,44.00399449353024,-77.153554909987207,Prince Edward County,17953715,123194102,NA,NA
ab-17960659,The Rosehall Retreat,House,Entire home/apt,2017-03-27,2019-05-22,43.94812,-77.42564,Prince Edward County,17960659,54605767,NA,NA
ab-17962938,Picton Place,House,Entire home/apt,2017-03-28,2019-05-24,44.00644,-77.13848,Prince Edward County,17962938,12290613,NA,NA
ab-17976017,Breakaway Guest Suite 1,Apartment,Entire home/apt,2017-03-28,2019-05-24,43.98989,-77.35427,Prince Edward County,17976017,114222983,NA,NA
ab-18006806,Grapevine King Suite (no kitchen),Guesthouse,Entire home/apt,2017-03-30,2019-05-22,43.95167,-77.33647,Prince Edward County,18006806,10806322,NA,NA
ab-18024230,Bungalow on the Bay,House,Entire home/apt,2017-04-01,2019-05-23,44.03404,-77.59517,Prince Edward County,18024230,21044845,NA,NA
ab-18033032,Swamp College Rentals,Guesthouse,Entire home/apt,2017-04-01,2018-05-02,43.97287559500563,-77.38115788661241,Prince Edward County,18033032,124037882,NA,NA
ab-18041987,A relaxing Off The Grid Experience at the Cabin!,Cabin,Entire home/apt,2017-04-01,2019-05-24,44.12246,-77.12748,Prince Edward County,18041987,124145404,NA,NA
ab-18073516,Wellington on the Bay Lake Suite,Guest suite,Entire home/apt,2017-04-03,2019-05-23,43.94809,-77.36134,Prince Edward County,18073516,12962844,NA,NA
ab-18088785,Mike's Shed at The County Bounty Farm,Hut,Private room,2017-04-04,2019-04-14,44.06181,-77.13783,Prince Edward County,18088785,124573109,NA,NA
ab-18093684,The Red Brick House - Wellington,House,Entire home/apt,2017-04-04,2019-05-23,43.95132,-77.35038,Prince Edward County,18093684,14840083,NA,NA
ab-18132985,Beautifully renovated century home in Picton,Vacation home,Entire home/apt,2017-04-07,2017-07-22,44.00684615689584,-77.13533147086788,Prince Edward County,18132985,107670795,NA,NA
ab-18154122,Cozy gem in the County known as Casa Goldie,House,Entire home/apt,2017-04-08,2019-05-21,44.00689,-77.13514,Prince Edward County,18154122,118693605,NA,NA
ab-18155360,Babcock-Hubbs House — Prince Edward County,House,Entire home/apt,2017-04-08,2019-05-20,44.08075,-77.47317,Prince Edward County,18155360,2129283,NA,NA
ab-18156704,The Yellow Door Bungalow,House,Entire home/apt,2017-04-08,2019-05-24,43.99029,-77.19962,Prince Edward County,18156704,4189721,1060333vb,NA
ab-18168371,"Jackson House near Sandbanks, Outlet,Dunes Beaches",House,Entire home/apt,2017-04-09,2019-05-22,43.93755,-77.25187,Prince Edward County,18168371,80109970,NA,NA
ab-18173427,Sandpiper-Cottage,House,Entire home/apt,2017-04-09,2019-05-23,43.93232,-77.17074,Prince Edward County,18173427,108999347,4356522,Sandbanks-Vacations-&-Tours-944420w
ab-18173741,"Bernards Place - Sleeps 8 adults, 6 kids",House,Entire home/apt,2017-04-09,2019-05-22,43.97495,-77.26922,Prince Edward County,18173741,108999347,4356495,Sandbanks-Vacations-&-Tours-944420w
ab-18174574,Black - River - Cottage,House,Entire home/apt,2018-08-25,2019-05-24,43.94483,-77.06521,Prince Edward County,18174574,108999347,NA,NA
ab-18175471,Happiness-Haven,House,Entire home/apt,2018-02-01,2019-05-24,43.99974,-77.00482,Prince Edward County,18175471,108999347,NA,NA
ab-18175694,Island-View,Entire house,Entire home/apt,2017-08-15,2018-03-10,44.00008256591948,-77.005212003876,Prince Edward County,18175694,108999347,NA,NA
ab-18175918,Lakeside-Retreat,House,Entire home/apt,2018-02-10,2019-05-22,43.92916,-77.44837,Prince Edward County,18175918,108999347,NA,NA
ab-18176208,Lands End,House,Entire home/apt,2017-04-09,2019-05-23,43.95023,-77.3476,Prince Edward County,18176208,108999347,NA,NA
ab-18176493,Sandbreeze,House,Entire home/apt,2018-01-23,2019-01-15,43.93527897350604,-77.26518517450366,Prince Edward County,18176493,108999347,NA,NA
ab-18176690,Shamrock-Cove,House,Entire home/apt,2017-10-14,2019-05-22,43.98571,-77.00536,Prince Edward County,18176690,108999347,NA,NA
ab-18176868,Shebas-Lake-House,House,Entire home/apt,2017-04-09,2017-06-26,43.93423075039317,-77.26971384491637,Prince Edward County,18176868,108999347,NA,NA
ab-18177661,The Raven's Nest - Prince Edward County,Cabin,Entire home/apt,2017-04-10,2019-05-20,44.05397,-76.95237,Prince Edward County,18177661,125405741,1089002vb,NA
ab-18196235,Prince Edward County Comfort,Vacation home,Entire home/apt,2017-04-11,2017-11-03,44.00832695935129,-77.13447945252597,Prince Edward County,18196235,125582603,NA,NA
ab-18206162,Calan House in Prince Edward County,House,Entire home/apt,2018-09-03,2018-09-03,44.00585775668525,-77.12091497653344,Prince Edward County,18206162,119619620,NA,NA
ab-18232916,Royal Road Cottage,Bungalow,Entire home/apt,2017-04-13,2019-05-21,43.90261,-77.09322,Prince Edward County,18232916,64401611,NA,NA
ab-18250134,ROUGE The Urban Cottage Wellington,Bungalow,Entire home/apt,2017-04-14,2019-05-24,43.95096,-77.35537,Prince Edward County,18250134,15282494,NA,NA
ab-18266252,modern lodge,House,Entire home/apt,2017-04-15,2019-05-24,43.97894,-77.01403,Prince Edward County,18266252,126265631,1082204vb,NA
ab-18267737,A modern “County Creek House” in PEC,Chalet,Entire home/apt,2017-04-15,2019-05-24,43.96668,-77.46871,Prince Edward County,18267737,11377470,NA,NA
ab-18271746,"Bright and eclectic, in the Heart of Bloomfield",House,Entire home/apt,2017-04-15,2017-10-19,43.98887974279376,-77.2264624887883,Prince Edward County,18271746,41266405,NA,NA
ab-18275431,The County House – Unit 1,Cottage,Entire home/apt,2017-04-15,2019-05-22,43.95138,-77.34124,Prince Edward County,18275431,11109682,NA,NA
ab-18283407,Beautiful Picton Bungalow,Bungalow,Entire home/apt,2017-04-16,2019-05-22,44.00407,-77.15343,Prince Edward County,18283407,126420673,NA,NA
ab-18284605,Waupoos-Escape,House,Entire home/apt,2017-04-16,2018-03-26,44.00635077318198,-76.9855539070235,Prince Edward County,18284605,108999347,NA,NA
ab-18285003,West-Winds-Beach-House,House,Entire home/apt,2017-10-14,2019-05-22,43.93064,-77.2763,Prince Edward County,18285003,108999347,4356531,Sandbanks-Vacations-&-Tours-944420w
ab-18285365,Bay-View-Farm-House,House,Entire home/apt,2017-04-16,2018-09-12,43.96164601334138,-77.50109672397602,Prince Edward County,18285365,108999347,NA,NA
ab-18285581,Lakeside PEC,House,Entire home/apt,2017-04-16,2019-05-23,43.94678,-77.36592,Prince Edward County,18285581,108999347,4505066,Sandbanks-Vacations-&-Tours-944420w
ab-18285879,Wind-and-Waves,House,Entire home/apt,2017-04-16,2019-05-23,43.95112,-77.35724,Prince Edward County,18285879,108999347,4505065,Sandbanks-Vacations-&-Tours-944420w
ab-18286177,Our Place in the County,Apartment,Entire home/apt,2017-04-16,2018-12-11,43.99806821788533,-77.27815188180028,Prince Edward County,18286177,108999347,NA,NA
ab-18288493,The Yellow Door House + 2 sandbanks passes!,House,Entire home/apt,2017-04-16,2019-05-24,43.98839,-77.19994,Prince Edward County,18288493,4189721,NA,NA
ab-18309128,"Prince Edward County Private Acreage w Pool, Views",House,Entire home/apt,2017-04-17,2019-05-24,44.11533,-77.08492,Prince Edward County,18309128,50578692,NA,NA
ab-18319839,Amelia Street House,House,Entire home/apt,2017-04-18,2017-10-06,44.00571396341784,-77.14908631558842,Prince Edward County,18319839,126730631,NA,NA
ab-18346430,The Greystone,House,Private room,2017-04-20,2017-05-13,44.04932381190504,-77.57048554559779,Prince Edward County,18346430,30277858,NA,NA
ab-18347369,Cold Creek Ländhaus,House,Entire home/apt,2017-04-20,2019-05-24,43.95827,-77.45122,Prince Edward County,18347369,45435208,NA,NA
ab-18389574,The Log House - Wellington,House,Entire home/apt,2017-04-22,2019-05-20,43.95469,-77.35373,Prince Edward County,18389574,2884917,NA,NA
ab-18394341,Clarke Road Retreat - Huge 5 bedroom Escape,Bungalow,Entire home/apt,2017-04-23,2019-05-21,43.99736,-77.11516,Prince Edward County,18394341,127418113,NA,NA
ab-18394872,Clarke Road Retreat - Modern 3 bedroom Escape,Guest suite,Entire home/apt,2017-04-23,2019-05-21,43.99741,-77.11487,Prince Edward County,18394872,127418113,NA,NA
ab-18395894,Escape to PEC. Walk to Waupoos Winery&CountyCider!,House,Entire home/apt,2017-04-23,2019-05-22,44.01897,-76.96245,Prince Edward County,18395894,3652409,NA,NA
ab-18414336,Rustic Loft Suite in Town,Guest suite,Entire home/apt,2017-04-24,2019-05-21,44.01321,-77.14324,Prince Edward County,18414336,1904905,NA,NA
ab-18422923,Lake and Vine - Main floor house  - 1200 sq. ft.,Townhouse,Entire home/apt,2017-04-24,2019-05-20,44.00263,-77.15062,Prince Edward County,18422923,127669794,4557926,CanadaStays-970970w
ab-18427510,Lake and Vine - Suite 2 - 1100 sq.ft.,Apartment,Entire home/apt,2017-04-25,2019-05-24,44.00198,-77.15057,Prince Edward County,18427510,127669794,4611182,CanadaStays-970970w
ab-18429320,A beautiful new home !!,House,Entire home/apt,2017-04-25,2017-09-08,43.999942172420504,-77.2499664991332,Prince Edward County,18429320,31242381,NA,NA
ab-18429981,Family Home Close to Sandbanks Provincial Park,Entire house,Entire home/apt,2017-04-25,2018-02-25,43.88311516389341,-77.14620955941238,Prince Edward County,18429981,127719778,NA,NA
ab-18439377,The Cottage on East Lake,Cabin,Entire home/apt,2017-04-25,2019-05-21,43.89901,-77.22107,Prince Edward County,18439377,8343010,NA,NA
ab-18448984,@ munroe -Charming  Guest House with Sunset Patio,Guesthouse,Entire home/apt,2017-04-26,2019-05-24,44.03809,-77.10993,Prince Edward County,18448984,127900530,1322346vb,NA
ab-18459117,Willows by the Bay 2 bedroom apartment,Apartment,Entire home/apt,2017-04-26,2019-05-23,44.1015,-77.48941,Prince Edward County,18459117,127990249,NA,NA
ab-18461669,Union House: Picton,Cottage,Entire home/apt,2017-04-27,2019-05-24,44.00716,-77.12712,Prince Edward County,18461669,77690472,NA,NA
ab-18461900,One Bedroom Basement Apartment Sleeps 5,Bungalow,Private room,2017-04-27,2018-04-07,44.006963244083,-77.12820473636292,Prince Edward County,18461900,69973069,NA,NA
ab-18469919,WilLowe Cove,Bungalow,Entire home/apt,2017-04-27,2019-05-24,44.0407,-76.99131,Prince Edward County,18469919,128094919,NA,NA
ab-18471529,The Nest at Heron House,Place,Entire home/apt,2017-04-27,2019-05-24,44.01632,-77.13353,Prince Edward County,18471529,128111155,NA,NA
ab-18471998,Artistic 2 Bedroom Home near Sandbanks,House,Private room,2017-04-27,2018-04-10,43.93874009341825,-77.15519889649444,Prince Edward County,18471998,2770167,NA,NA
ab-18486539,Lovell Luxurious homes​ in Prince Edward County,House,Entire home/apt,2017-04-28,2019-05-22,44.01635,-77.13538,Prince Edward County,18486539,128254655,NA,NA
ab-18487038,"Water view, on edge of Picton.",Entire house,Entire home/apt,2017-04-28,2018-02-09,44.02601013516831,-77.1207532602684,Prince Edward County,18487038,66810181,NA,NA
ab-18508517,Sugar Point Chalet,Cabin,Entire home/apt,2017-04-29,2019-05-24,44.00881,-77.56943,Prince Edward County,18508517,128461995,NA,NA
ab-18519702,Two Fat Cats on Queen,House,Entire home/apt,2017-05-01,2017-06-15,44.01075985879099,-77.14402347393082,Prince Edward County,18519702,67435291,NA,NA
ab-18542047,Thistle Do House,House,Entire home/apt,2017-05-01,2019-05-22,44.00539,-77.15489,Prince Edward County,18542047,128257919,NA,NA
ab-18544503,Calan House,House,Entire home/apt,2017-05-01,2019-05-24,44.00627,-77.12392,Prince Edward County,18544503,108999347,NA,NA
ab-18565427,Sandbanks Retreat-private waterfront century home,House,Entire home/apt,2017-05-03,2019-05-24,43.90248,-77.24647,Prince Edward County,18565427,49480845,NA,NA
ab-18574452,Silverwood on Main Street,House,Entire home/apt,2017-05-03,2019-05-24,43.95281,-77.35408,Prince Edward County,18574452,45435208,NA,NA
ab-18585752,Royal Road Retreat - Winemaker's Lodge,Guest suite,Entire home/apt,2018-03-28,2018-04-30,43.90489223184192,-77.08851314320653,Prince Edward County,18585752,129049638,NA,NA
ab-18610915,Mi Casa Es Su Casa - You'll love it here!,Bungalow,Entire home/apt,2017-05-05,2019-04-21,44.01222,-77.29511,Prince Edward County,18610915,129267148,NA,NA
ab-18626860,#2 Sunny Guest Room in The County,House,Private room,2017-05-06,2019-05-24,43.96996,-77.3815,Prince Edward County,18626860,21787749,NA,NA
ab-18631479,Sandbanks Cottage getaway,Cabin,Entire home/apt,2017-05-06,2018-08-31,43.92391332141465,-77.17531566156322,Prince Edward County,18631479,129437072,NA,NA
ab-18632877,Cottage by the Dunes,House,Entire home/apt,2017-05-07,2018-09-16,43.9366702160394,-77.26906888939736,Prince Edward County,18632877,108999347,NA,NA
ab-18636234,Wine not,House,Entire home/apt,2017-05-07,2017-09-09,43.99239416599459,-77.27123388932,Prince Edward County,18636234,106939651,NA,NA
ab-18648015,Seaglass Bedroom in the County,House,Private room,2017-07-08,2018-09-22,44.06159090135473,-77.43299771174875,Prince Edward County,18648015,120783889,NA,NA
ab-18665011,Niles on West,House,Entire home/apt,2018-06-16,2019-05-22,43.953,-77.35236,Prince Edward County,18665011,2957568,NA,NA
ab-18672841,The Hydro Building,Loft,Entire home/apt,2017-05-09,2019-04-09,44.00646,-77.14301,Prince Edward County,18672841,129783218,NA,NA
ab-18712764,The Courier House - Weekly Vacation Rental,House,Entire home/apt,2017-05-11,2018-05-09,44.01207168435594,-77.28647187275688,Prince Edward County,18712764,70065105,NA,NA
ab-18715441,Camelot,Bungalow,Entire home/apt,2017-05-11,2018-04-10,43.99656709175821,-77.52505915503905,Prince Edward County,18715441,130132315,NA,NA
ab-18719536,Little Ben Prince Edward County,Cabin,Entire home/apt,2017-08-11,2019-05-23,43.95171,-77.35714,Prince Edward County,18719536,130166058,NA,NA
ab-18721186,Victoria Road Vacation Rental,House,Entire home/apt,2017-05-12,2019-05-23,44.06669,-77.47567,Prince Edward County,18721186,58398736,NA,NA
ab-18728784,New! 3bdrm 2bathrm Cottage Cherry Beach Sandbanks,Cabin,Entire home/apt,2017-05-12,2019-05-22,43.92243,-77.17801,Prince Edward County,18728784,24095847,NA,NA
