ab-7036321,Peace River Inn & Suites,Apartment,Entire home/apt,6/26/15,5-24-19,Canada,55.6961,-121.62899,British Columbia,Chetwynd,,,,CAD,77.76,100.97,1944,2524,0.658,1,25,13,23,1,1,2,9/4/18,100,FALSE,,Flexible - Free cancellation for 48 hours,,,37,50,,,111,1643,392,,,1,1,4,TRUE,3,7036321,36890280,https://www.airbnb.com/rooms/7036321,https://a0.muscache.com/im/pictures/89239589/f63698aa_original.jpg?aki_policy=x_large,,,,
ab-21111198,Twin Bed In fully furnished Townhouse,Townhouse,Private room,9/25/17,5-23-19,Canada,56.26042,-120.84972,British Columbia,Fort St. John,,,,CAD,26.69,35,2322,3045,0.635,10,87,50,75,1,1,1,4/4/19,100,FALSE,,Strict - Free cancellation for 48 hours,,,,,,,26,711,178,After 3PM,12PM (noon),7,9,11,TRUE,5,21111198,41835281,https://www.airbnb.com/rooms/21111198,https://a0.muscache.com/im/pictures/02a72962-522e-4cf6-a9f1-edd56ed00bd7.jpg?aki_policy=x_large,,,,
ab-9386785,Lexington Manor - 1 Bed Executive Townhome (10),Townhouse,Entire home/apt,11/9/15,5-21-19,Canada,56.246,-120.84272,British Columbia,Fort St. John,,,,CAD,78.77,105.31,2600,3475,0.375,2,33,55,3,1,1,2,5/6/19,70,FALSE,,Moderate - Free cancellation for 48 hours,372,500,112,150,,,179,2234,469,3PM - 8PM,12PM (noon),2,3,5,TRUE,4.7,9386785,12119673,https://www.airbnb.com/rooms/9386785,https://a0.muscache.com/im/pictures/b86f40c0-98ff-4a99-a2ed-5dcb9ed12f37.jpg?aki_policy=x_large,,,,
ab-13100419,Queen Bed In New Townhouse,Townhouse,Private room,3/7/17,5-24-19,Canada,56.26164,-120.84956,British Columbia,Fort St. John,,,,CAD,27.53,35,1597,2030,0.674,3,58,28,7,1,1.5,2,4/9/19,100,FALSE,,Moderate - Free cancellation for 48 hours,,,,,,,26,836,209,Flexible,12AM (midnight),5,4,9,TRUE,5,13100419,41835281,https://www.airbnb.com/rooms/13100419,https://a0.muscache.com/im/pictures/f2715c56-f2ed-4d44-9124-089c096c0225.jpg?aki_policy=x_large,,,,
ab-12289976,Rooms from $99 including taxes.,Bed and breakfast,Private room,4/6/16,5-24-19,Canada,55.12494,-120.9985,British Columbia,Tumbler Ridge,,,,CAD,81.35,106.59,4393,5756,0.302,6,54,125,4,1,1,2,9/23/18,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,8,10,83,2311,578,After 2PM,11AM,1,6,1,TRUE,4.2,12289976,66235295,https://www.airbnb.com/rooms/12289976,https://a0.muscache.com/im/pictures/29587803-40d1-4550-94f8-69a26546e9b0.jpg?aki_policy=x_large,,,,
ab-21214548,Room for rent!,House,Private room,10/7/17,10-25-17,Canada,56.24385946,-120.8314077,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,1,10/8/17,69,FALSE,,flexible,,,,,,,21,1165,291,Anytime after 7PM,,1,0,2,TRUE,,21214548,143997514,https://www.airbnb.com/rooms/21214548,https://a0.muscache.com/im/pictures/eac868c0-0b16-4e3d-8bc9-622b98046eaf.jpg?aki_policy=x_large,,,,
ab-21230796,Bed room for rent!,House,Private room,10/7/17,10-25-17,Canada,56.24374801,-120.8297649,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,0,1,1,10/8/17,69,FALSE,,flexible,,,,,,,21,777,194,Anytime after 7PM,,1,0,2,TRUE,,21230796,143997514,https://www.airbnb.com/rooms/21230796,https://a0.muscache.com/im/pictures/354b614e-d0b5-48fe-b598-e95861255ffa.jpg?aki_policy=x_large,,,,
ab-21325426,Sweet B,Apartment,Entire home/apt,10/15/17,8-13-18,Canada,55.75495041,-120.2315763,British Columbia,Dawson Creek,,,,CAD,100.11,130.02,4405,5721,0.468,5,44,50,28,2,1,4,3/31/18,100,TRUE,,Moderate policy –  Free cancellation within 48 hours,96,125,,,8,10,100,3434,859,Flexible,12PM (noon),2,12,7,TRUE,4.8,21325426,141777370,https://www.airbnb.com/rooms/21325426,https://a0.muscache.com/im/pictures/fc35d8ae-1b72-480d-9017-1d841702c959.jpg?aki_policy=x_large,,,,
ab-18946068,"Brand New house, great location!",House,Private room,5/24/17,9-9-17,Canada,55.77726174,-120.2474687,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,4,8/24/17,89,FALSE,,moderate,,,25,30,,,65,1280,320,Flexible,6PM,1,3,9,TRUE,5,18946068,120249056,https://www.airbnb.com/rooms/18946068,https://a0.muscache.com/im/pictures/301fe17e-4410-4f3b-a8b0-413542b36f52.jpg?aki_policy=x_large,,,,
ab-16740503,Beautifully furnished 2 bedroom 2 bathroom condo,Serviced apartment,Entire home/apt,1/10/17,4-22-19,Canada,56.25137,-120.85935,British Columbia,Fort St. John,,,,CAD,88.11,115.88,4934,6489,0.29,8,56,137,51,2,2,2,4/9/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,71,1986,496,Flexible,12PM (noon),3,6,1,TRUE,4.7,16740503,64659381,https://www.airbnb.com/rooms/16740503,https://a0.muscache.com/im/pictures/969422bc-f0d7-4bd8-8515-7cb3985c9282.jpg?aki_policy=x_large,,,,
ab-16740741,Beautiful Spacious 3 bedroom 3 bathroom Duplex,Townhouse,Entire home/apt,1/10/17,3-23-19,Canada,56.25578,-120.85493,British Columbia,Fort St. John,,,,CAD,100.38,133.19,1606,2131,0.271,3,16,43,34,3,2.5,3,3/12/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,88,2477,619,Flexible,12PM (noon),7,2,6,TRUE,5,16740741,64659381,https://www.airbnb.com/rooms/16740741,https://a0.muscache.com/im/pictures/5a33574d-9013-4028-9899-d61ba394b656.jpg?aki_policy=x_large,,,,
ab-21580123,Quiet and Sunny 2 Bedroom Condo,Entire condominium,Entire home/apt,11/4/17,12-25-17,Canada,56.24934408,-120.8683592,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,2,2,4,12/1/17,100,FALSE,,flexible,,,,,,,63,1681,420,Anytime after 1PM,12PM (noon),2,3,10,TRUE,4.7,21580123,26219093,https://www.airbnb.com/rooms/21580123,https://a0.muscache.com/im/pictures/5de05817-6929-4bd5-9b42-3e8a78764a2b.jpg?aki_policy=x_large,,,,
ab-13158350,Private room with Queen bed.,Private room in house,Private room,5/23/16,3-8-18,Canada,56.24375565,-120.8176624,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,12/4/17,60,FALSE,,flexible,,,,,,,36,1007,252,Flexible,12AM (midnight),5,29,2,TRUE,4.3,13158350,73219384,https://www.airbnb.com/rooms/13158350,https://a0.muscache.com/im/pictures/4bab7cea-1259-4748-b47d-148778ada692.jpg?aki_policy=x_large,,,,
ab-20214398,Rooms for rent!,House,Private room,8/1/17,10-25-17,Canada,56.24573536,-120.8297434,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,1,10/8/17,69,FALSE,,flexible,,,,,12,15,21,798,199,Anytime after 7PM,,1,0,4,TRUE,,20214398,143997514,https://www.airbnb.com/rooms/20214398,https://a0.muscache.com/im/pictures/3b832edc-d9d2-4752-b832-f1b30598a7b7.jpg?aki_policy=x_large,,,,
ab-12429633,"Close, Quiet and Cozy",House,Entire home/apt,4/12/16,5-2-18,Canada,55.75303773,-120.220403,British Columbia,Dawson Creek,,,,CAD,75.57,94.73,529,663,0.226,1,7,24,0,2,1,4,3/25/18,100,FALSE,,Flexible,,,32,40,,,104,1035,305,,,4,10,5,TRUE,4.3,12429633,14039747,https://www.airbnb.com/rooms/12429633,https://a0.muscache.com/im/pictures/f3a16c23-0a35-489b-9de0-36cf07cbdd6e.jpg?aki_policy=x_large,,,,
ab-21695993,Room in Cute Character Home,Private room in house,Private room,11/11/17,12-31-17,Canada,56.24013455,-120.8347418,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,2,1,2,12/5/17,100,FALSE,,flexible,,,,,,,48,1345,336,Anytime after 3PM,,1,0,3,TRUE,,21695993,157948088,https://www.airbnb.com/rooms/21695993,https://a0.muscache.com/im/pictures/1febd45c-4f80-4e54-8263-1563fbf9a88d.jpg?aki_policy=x_large,,,,
ab-16794452,Condo for amazing price; yours aloneJuly/Aug,Condominium,Private room,1/14/17,7-6-17,Canada,56.24790484,-120.8621057,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,2,2,2,6/4/17,100,FALSE,,moderate,,,19,25,16,20,74,1521,380,Anytime after 3PM,,1,2,6,TRUE,5,16794452,19471401,https://www.airbnb.com/rooms/16794452,https://a0.muscache.com/im/pictures/c72ab141-572a-4079-9745-7ec068cac873.jpg?aki_policy=x_large,,,,
ab-13866508,"One room, double bed sleeps one or two",House,Private room,7/5/16,5-23-19,Canada,55.76724,-120.24786,British Columbia,Dawson Creek,,,,CAD,39.61,51.43,2852,3703,0.605,14,72,47,96,1,2,7,3/28/19,100,TRUE,,Flexible - Free cancellation for 48 hours,,,8,10,11,15,45,1050,263,,,1,5,1,TRUE,5,13866508,75410331,https://www.airbnb.com/rooms/13866508,https://a0.muscache.com/im/pictures/8d466b8e-45b6-42e4-a81a-332952c2f852.jpg?aki_policy=x_large,,,,
ab-13866662,"One room, double bed sleeps one or two",House,Private room,7/5/16,5-24-19,Canada,55.76771,-120.24733,British Columbia,Dawson Creek,,,,CAD,39.67,51.96,3094,4053,0.582,16,78,56,81,1,2,7,3/28/19,100,TRUE,,Flexible - Free cancellation for 48 hours,,,7,10,11,15,45,1046,261,,,1,15,1,TRUE,4.8,13866662,75410331,https://www.airbnb.com/rooms/13866662,https://a0.muscache.com/im/pictures/f8c2032c-c80b-44f4-89cc-3bdd36efc244.jpg?aki_policy=x_large,,,,
ab-9593502,New condo in a coveted setting,Condominium,Entire home/apt,11/21/15,5-23-19,Canada,56.24999,-120.86321,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,2,2,2,11/23/15,,FALSE,,Moderate - Free cancellation for 48 hours,,,34,45,15,20,133,2761,690,After 3PM,10AM,1,0,7,TRUE,,9593502,49653704,https://www.airbnb.com/rooms/9593502,https://a0.muscache.com/im/pictures/cef9b27c-bcd8-454e-a28a-34543db712fb.jpg?aki_policy=x_large,,,,
ab-14518373,Cozy room in hikers paradise!,House,Private room,8/13/16,9-9-17,Canada,55.12878915,-121.0108411,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,1,1,2,7/16/17,100,FALSE,,flexible,,,,,,,46,1302,326,,,1,11,1,TRUE,4.8,14518373,17305345,https://www.airbnb.com/rooms/14518373,https://a0.muscache.com/im/pictures/e5cd334c-e403-4fd4-85df-df7f5b468a2d.jpg?aki_policy=x_large,,,,
ab-14519585,Brand New Townhome in Central Dawson Creek,Townhouse,Entire home/apt,8/13/16,5-24-19,Canada,55.75582,-120.25538,British Columbia,Dawson Creek,,,,CAD,107.38,141.08,7087,9311,0.379,8,66,108,37,2,2.5,4,1/23/19,90,FALSE,,Flexible - Free cancellation for 48 hours,,,75,100,,,173,2730,683,Flexible,,3,9,6,TRUE,4.5,14519585,64556766,https://www.airbnb.com/rooms/14519585,https://a0.muscache.com/im/pictures/652609a9-c92b-496b-9c97-c28613490eda.jpg?aki_policy=x_large,,,,
ab-18525428,Beautifully furnished one bedroom / one bath suite,House,Entire home/apt,5/1/17,4-10-19,Canada,56.2511,-120.86437,British Columbia,Fort St. John,,,,CAD,49.79,64.82,3784,4926,0.415,7,76,107,1,1,1,1,4/5/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,45,1271,318,Flexible,12PM (noon),5,9,3,TRUE,4.9,18525428,64659381,https://www.airbnb.com/rooms/18525428,https://a0.muscache.com/im/pictures/3d61ec19-fd7a-4df8-924c-2205da47d6ce.jpg?aki_policy=x_large,,,,
ab-19681355,Coziest Home Away from Home! A1,House,Private room,7/2/17,9-6-17,Canada,55.76735134,-120.2256448,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,2,7/16/17,100,TRUE,,flexible,,,,,12,15,49,1375,344,Anytime after 3PM,10AM,3,0,3,TRUE,,19681355,1207701,https://www.airbnb.com/rooms/19681355,https://a0.muscache.com/im/pictures/12520efa-eae2-4c34-a9b8-27e34be339fb.jpg?aki_policy=x_large,,,,
ab-19681942,Coziest Home Away from Home! B2,House,Private room,7/2/17,8-4-17,Canada,55.76860517,-120.225517,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,1,7/16/17,100,TRUE,,flexible,,,,,,,41,1150,288,Anytime after 3PM,10AM,3,1,3,TRUE,5,19681942,1207701,https://www.airbnb.com/rooms/19681942,https://a0.muscache.com/im/pictures/40b4654d-a493-44b8-b4bd-abc4144ce0bb.jpg?aki_policy=x_large,,,,
ab-15996049,Cozy room for short or long-stay,House,Private room,11/15/16,6-5-18,Canada,56.25801086,-120.8346724,British Columbia,Fort St. John,,,,CAD,36,45,684,855,0.413,3,19,27,47,1,1,1,5/7/18,100,TRUE,,Flexible,,,,,8,,36,1006,251,Flexible,11AM,3,6,5,TRUE,4.7,15996049,6746241,https://www.airbnb.com/rooms/15996049,https://a0.muscache.com/im/pictures/5cd16ae6-c6eb-4c71-a2f3-eb9b35c9517d.jpg?aki_policy=x_large,,,,
ab-19038715,Beautifully furnished 3 bed Townhome (51),Townhouse,Entire home/apt,5/30/17,4-12-19,Canada,56.24395,-120.82224,British Columbia,Fort St. John,,,,CAD,106.35,136.82,3510,4515,0.148,6,33,190,23,3,1.5,6,11/6/18,70,FALSE,,Moderate - Free cancellation for 48 hours,375,500,112,150,15,20,195,2309,577,3PM - 8PM,,14,3,10,TRUE,5,19038715,12119673,https://www.airbnb.com/rooms/19038715,https://a0.muscache.com/im/pictures/08d35dd9-8dd9-4cdf-9d91-5a5995252a7d.jpg?aki_policy=x_large,,,,
ab-6482291,Brand new executive modern suite,House,Entire home/apt,5/19/15,11-24-16,Canada,55.77534551,-120.2535948,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,2,1,4,9/29/16,100,FALSE,,Moderate,152,200,114,150,8,10,229,1293,799,,,2,0,9,TRUE,,6482291,4376963,https://www.airbnb.com/rooms/6482291,https://a1.muscache.com/im/pictures/81441936/06485d23_original.jpg,,,,
ab-16895020,2 Bedroom Apartment in the Heart of FSJ (304 B),Apartment,Entire home/apt,1/20/17,5-22-19,Canada,56.23519,-120.82093,British Columbia,Fort St. John,,,,CAD,58.38,75.69,1985,2573,0.37,3,34,58,1,2,1,4,5/6/19,70,FALSE,,Moderate - Free cancellation for 48 hours,373,500,112,150,7,10,160,1356,339,3PM - 8PM,12PM (noon),14,3,7,TRUE,4.7,16895020,12119673,https://www.airbnb.com/rooms/16895020,https://a0.muscache.com/im/pictures/2a66d068-4ed5-427a-90a8-27f03221f12e.jpg?aki_policy=x_large,,,,
ab-21785124,Beautifully furnished 1 bedroom and 1 bath suite,Serviced apartment,Entire home/apt,12/13/17,8-26-18,Canada,56.25222723,-120.8645618,British Columbia,Fort St. John,,,,CAD,52.94,68.24,900,1160,0.447,2,17,21,23,1,1,1,8/13/18,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,52,1458,365,Flexible,12PM (noon),5,1,10,TRUE,5,21785124,64659381,https://www.airbnb.com/rooms/21785124,https://a0.muscache.com/im/pictures/dc2cf099-0974-4c92-b65c-523fc3d234f3.jpg?aki_policy=x_large,,,,
ab-13929214,Private room in quiet house,Private room in house,Private room,7/9/16,1-21-18,Canada,56.26450917,-120.8256125,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,11/13/17,100,FALSE,,moderate,124,150,33,40,21,,82,1739,435,,,1,1,10,TRUE,,13929214,82760835,https://www.airbnb.com/rooms/13929214,https://a0.muscache.com/im/pictures/a22a9d91-24ff-4e79-8305-3e6b6cb1f369.jpg?aki_policy=x_large,,,,
ab-19721249,Airbed in a home office,House,Private room,7/4/17,7-8-17,Canada,55.12969156,-121.0112235,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,1,1,2,7/7/17,100,FALSE,,flexible,,,,,,,20,557,139,,,1,0,1,TRUE,,19721249,17305345,https://www.airbnb.com/rooms/19721249,https://a0.muscache.com/im/pictures/ce59b423-6da3-4c47-9fcf-b961b8b86893.jpg?aki_policy=x_large,,,,
ab-16068919,"Like new mobile, good quiet location close to town",House,Entire home/apt,11/20/16,3-19-17,Canada,55.76600346,-120.2524434,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,2,2,3,12/22/16,,FALSE,,Moderate,,,,,,,69,1919,480,Anytime after 3PM,,30,1,1,TRUE,3,16068919,38173706,https://www.airbnb.com/rooms/16068919,https://a0.muscache.com/im/pictures/8d16cb20-8ef8-4b12-a2ff-36ba7dba8d2a.jpg,,,,
ab-13314355,More comfort and value than any hotel!,Entire townhouse,Entire home/apt,6/1/16,12-15-17,Canada,55.75743063,-120.2404169,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,3,2,3,11/11/17,100,FALSE,,flexible,,,60,75,20,,110,2894,723,,,7,16,8,TRUE,4.7,13314355,62841388,https://www.airbnb.com/rooms/13314355,https://a0.muscache.com/im/pictures/0aa9b4e6-5e7a-44b2-8f7f-53c7d08143ed.jpg?aki_policy=x_large,,,,
ab-13936899,Bright furnished 1 bedroom  for monthly renting.,Entire guest suite,Entire home/apt,7/9/16,12-11-17,Canada,55.75760438,-120.240614,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,1,1,2,12/4/17,100,FALSE,,strict,243,300,61,75,,,101,1473,368,Anytime after 3PM,11AM,7,5,6,TRUE,4.8,13936899,62841388,https://www.airbnb.com/rooms/13936899,https://a0.muscache.com/im/pictures/eb4d04aa-6502-4d20-aca1-bc9bb3014c2f.jpg?aki_policy=x_large,,,,
ab-20307291,Cozy rooms in Beautiful Tumbler Ridge,Apartment,Private room,8/6/17,5-22-19,Canada,55.12771,-120.99854,British Columbia,Tumbler Ridge,,,,CAD,,,0,0,,0,,,,2,1,2,8/7/17,,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,1,21,5,After 3PM,,1,0,10,TRUE,,20307291,144854154,https://www.airbnb.com/rooms/20307291,https://a0.muscache.com/im/pictures/a59cfe2c-2725-4cf2-beba-f09eb182f3b2.jpg?aki_policy=x_large,,,,
ab-13327726,"One room, single bed",House,Private room,6/2/16,5-22-19,Canada,55.7691,-120.24755,British Columbia,Dawson Creek,,,,CAD,35.78,46.46,3077,3996,0.478,12,86,94,124,1,2,1,3/28/19,100,TRUE,,Flexible - Free cancellation for 48 hours,,,7,10,,,41,944,236,,,1,5,1,TRUE,4.6,13327726,75410331,https://www.airbnb.com/rooms/13327726,https://a0.muscache.com/im/pictures/536ec4f7-787f-4add-92c9-e71d6233a92a.jpg?aki_policy=x_large,,,,
ab-15379358,clean and bright bedroom in a quiet house.,Bungalow,Private room,6/10/18,5-24-19,Canada,56.23395,-120.82836,British Columbia,Fort St. John,,,,CAD,30.26,40,8291,10960,0.935,50,274,19,41,1,1,1,5/11/19,100,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,30,840,210,5PM - 9PM,10AM,1,10,2,TRUE,4.8,15379358,98304703,https://www.airbnb.com/rooms/15379358,https://a0.muscache.com/im/pictures/baea8ed0-2fbb-4b85-b31e-bff832dd1ea8.jpg?aki_policy=x_large,,,,
ab-19738214,Basement Suite Quiet and Clean,Place,Entire home/apt,7/5/17,4-28-19,Canada,56.23422,-120.82292,British Columbia,Fort St. John,,,,CAD,49.94,65,899,1170,0.117,5,18,136,0,2,1,4,,0,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,48,1358,339,Flexible,12AM (midnight),4,1,4,TRUE,4,19738214,94820882,https://www.airbnb.com/rooms/19738214,https://a0.muscache.com/im/pictures/cf217641-4afc-463d-a9b1-125eaa9041a4.jpg?aki_policy=x_large,,,,
ab-19738422,Single Room $35 or All Basement Suite $60,House,Private room,7/5/17,4-27-19,Canada,56.23253,-120.82297,British Columbia,Fort St. John,,,,CAD,30.72,39.6,553,713,0.087,8,18,188,7,1,1,2,9/16/17,0,FALSE,,Flexible - Free cancellation for 48 hours,,,8,10,8,10,34,741,185,Flexible,12AM (midnight),4,3,4,TRUE,3.4,19738422,94820882,https://www.airbnb.com/rooms/19738422,https://a0.muscache.com/im/pictures/85c2e9b7-afda-463c-a246-c4154817f2d5.jpg?aki_policy=x_large,,,,
ab-20330438,Lexington Manor (9),Townhouse,Entire home/apt,8/7/17,5-23-19,Canada,56.24505,-120.8433,British Columbia,Fort St. John,,,,CAD,85.18,112.2,1874,2468,0.268,2,22,60,10,1,1,1,5/6/19,70,FALSE,,Moderate - Free cancellation for 48 hours,376,500,113,150,8,10,173,1686,421,After 12PM (noon),12PM (noon),10,2,8,TRUE,4.5,20330438,12119673,https://www.airbnb.com/rooms/20330438,https://a0.muscache.com/im/pictures/9816646d-3874-458f-8c45-54e972b95bf6.jpg?aki_policy=x_large,,,,
ab-13362277,"One room, double bed, sleeps one or two",House,Private room,6/4/16,5-23-19,Canada,55.76836,-120.24756,British Columbia,Dawson Creek,,,,CAD,39.18,51.22,3291,4303,0.672,10,84,41,59,1,1,2,3/28/19,100,TRUE,,Flexible - Free cancellation for 48 hours,,,8,10,11,15,45,1050,263,,,1,10,1,TRUE,4.5,13362277,75410331,https://www.airbnb.com/rooms/13362277,https://a0.muscache.com/im/pictures/08e151ea-01f9-4ab3-b2cf-24bebfc56d34.jpg?aki_policy=x_large,,,,
ab-5191787,Lone Prairie Bed & Bale,House,Entire home/apt,1/24/15,4-16-17,Canada,55.69457183,-121.6286835,British Columbia,Chetwynd,,,,CAD,,,0,0,,0,,,,4,1.5,10,12/20/16,0,FALSE,,Flexible,,,,,8,10,70,1391,502,Flexible,,1,5,8,TRUE,4,5191787,26854454,https://www.airbnb.com/rooms/5191787,https://a0.muscache.com/im/pictures/64914707/a53e7360_original.jpg,,,,
ab-14691937,Large bedroom with private bathroom,Townhouse,Private room,8/22/16,8-15-17,Canada,56.2475806,-120.8646357,British Columbia,Fort St. John,,,,CAD,,,0,0,,0,,,,1,1,2,6/7/17,100,FALSE,,flexible,,,,,,,37,1038,259,3PM - 11PM,9AM,1,7,4,TRUE,4.8,14691937,34073170,https://www.airbnb.com/rooms/14691937,https://a0.muscache.com/im/pictures/199cb142-d0ac-4d7a-a5a6-d769f370e1df.jpg?aki_policy=x_large,,,,
ab-24940898,1 Private room in apartment!,Apartment,Private room,5/9/18,7-10-18,Canada,56.24817246,-120.8354672,British Columbia,Fort St. John,,,,CAD,31.15,40,1277,1640,0.5,9,41,41,71,1,1,2,7/8/18,60,FALSE,,Flexible policy –  Free cancellation within 48 hours,,,,,,,32,881,220,After 2PM,11AM,1,11,5,TRUE,4.9,24940898,83063369,https://www.airbnb.com/rooms/24940898,https://a0.muscache.com/im/pictures/3982c17c-53c0-4fc9-8924-52fcae7c678f.jpg?aki_policy=x_large,,,,
ab-22496151,Quaint room in family home,House,Private room,1/6/18,8-3-18,Canada,56.23315512,-120.8274882,British Columbia,Fort St. John,,,,CAD,31.41,40,2136,2720,0.986,9,68,1,23,1,1,1,7/31/18,100,TRUE,,Flexible policy –  Free cancellation within 48 hours,,,,,,,31,859,215,5PM - 9PM,,1,9,1,TRUE,4.9,22496151,6746241,https://www.airbnb.com/rooms/22496151,https://a0.muscache.com/im/pictures/58b80d12-463f-4113-90ad-a837a25f4841.jpg?aki_policy=x_large,,,,
ab-8509442,Ideal short-stay in FSJ !,Condominium,Entire home/apt,9/21/15,5-24-19,Canada,56.24359,-120.87027,British Columbia,Fort St. John,,,,CAD,116.62,151.04,3732,4833,0.288,8,32,79,73,2,2,4,4/13/19,100,FALSE,,Strict - Free cancellation for 48 hours,260,350,60,80,19,25,157,1377,610,After 3PM,12PM (noon),2,22,13,TRUE,4.8,8509442,44810286,https://www.airbnb.com/rooms/8509442,https://a0.muscache.com/im/pictures/108153263/df633e30_original.jpg?aki_policy=x_large,,,,
ab-22142513,Large family home,House,Entire home/apt,12/9/17,5-22-19,Canada,56.25341,-120.82718,British Columbia,Fort St. John,,,,CAD,169.6,217.92,4240,5448,0.51,3,25,24,13,3,3,6,1/17/18,,FALSE,,Flexible - Free cancellation for 48 hours,,,112,150,19,25,262,2099,525,Flexible,12PM (noon),3,0,3,TRUE,,22142513,62018865,https://www.airbnb.com/rooms/22142513,https://a0.muscache.com/im/pictures/e479fffa-c4ba-401d-a244-68aa965ea3da.jpg?aki_policy=x_large,,,,
ab-23337080,Daily/weekly/monthly,Townhouse,Private room,2/20/18,5-15-18,Canada,55.73974718,-120.2280093,British Columbia,Dawson Creek,,,,CAD,28,35,84,105,0.097,0,3,28,0,1,1.5,1,3/20/18,50,FALSE,,Flexible,,,,,,,28,880,220,,,1,0,3,TRUE,,23337080,173088945,https://www.airbnb.com/rooms/23337080,https://a0.muscache.com/im/pictures/bbedaa14-79e7-45ce-898e-c742d6e58272.jpg?aki_policy=x_large,,,,
ab-22251157,Cozy home away from home.,House,Private room,1/6/18,8-9-18,Canada,55.69911606,-121.6473779,British Columbia,Chetwynd,,,,CAD,46.09,60,8435,10980,0.622,95,183,111,10,1,1,1,6/18/18,100,FALSE,,Flexible policy –  Free cancellation within 48 hours,,,,,15,20,46,1288,322,Flexible,12PM (noon),1,3,13,TRUE,5,22251157,60637683,https://www.airbnb.com/rooms/22251157,https://a0.muscache.com/im/pictures/dfce10ef-d6de-45ae-ae9a-d788e03139c5.jpg?aki_policy=x_large,,,,
ab-23382552,warm and cozy family,House,Entire home/apt,2/22/18,5-22-19,Canada,55.75053,-120.25523,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,4,2.5,5,2/20/18,,FALSE,,Flexible - Free cancellation for 48 hours,,,,,,,134,4181,1045,After 3PM,,7,0,26,TRUE,,23382552,174317282,https://www.airbnb.com/rooms/23382552,https://a0.muscache.com/im/pictures/9c28aa97-3ab6-4e1a-bcae-6333ecc367b7.jpg?aki_policy=x_large,,,,
ab-23394912,Why stay in a hotel? When you could stay at home!,House,Entire home/apt,2/22/18,5-23-19,Canada,55.75569,-120.23569,British Columbia,Dawson Creek,,,,CAD,91.05,120,7102,9360,0.429,9,78,104,0,2,1,2,3/28/18,100,FALSE,,Moderate - Free cancellation for 48 hours,1888,2500,,,60,80,91,2537,634,3PM - 10PM,11AM,2,3,5,TRUE,5,23394912,127435570,https://www.airbnb.com/rooms/23394912,https://a0.muscache.com/im/pictures/516e8478-7ccd-459c-8e66-4e15815e3b61.jpg?aki_policy=x_large,,,,
ab-24187440,Executive home - 4 bedrooms,House,Entire home/apt,4/6/18,4-27-18,Canada,55.77799684,-120.2515435,British Columbia,Dawson Creek,,,,CAD,,,0,0,,0,,,,4,2.5,8,4/13/18,75,FALSE,,Strict,203,250,122,150,,,280,3859,965,3PM - 10PM,12PM (noon),5,0,6,TRUE,,24187440,1346829,https://www.airbnb.com/rooms/24187440,https://a0.muscache.com/im/pictures/097d8a61-a712-4227-b8d9-65ce285d2762.jpg?aki_policy=x_large,,,,
ab-22595345,A house in a nice neighbourhood,Townhouse,Private room,1/6/18,5-3-18,Canada,56.23394266,-120.8104976,British Columbia,Fort St. John,,,,CAD,39,48.18,234,289,0.065,5,6,86,0,1,1,1,2/12/18,100,FALSE,,Strict,,,6,7,6,,35,1152,288,Flexible,10AM,1,6,3,TRUE,5,22595345,166181552,https://www.airbnb.com/rooms/22595345,https://a0.muscache.com/im/pictures/d7b73115-0335-485e-a121-cb374f370c32.jpg?aki_policy=x_large,,,,
