Property_ID,Listing_Title,Property_Type,Listing_Type,Created_F,Created,Scraped_F,Scraped,Latitude,Longitude,Airbnb_PID,Airbnb_HID
ab-13016356,Hostel Mens Dorm Bed #9,Shared room in dorm,Shared room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15282306,-125.9065727,13016356,34994271
ab-13016439,Hosted Tenting - 4 Man tent #7,Private room in tent,Private room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15502876,-125.9059031,13016439,34994271
ab-13016474,Hosted Tenting - 6 man tent,Private room in tent,Private room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15448968,-125.9067841,13016474,34994271
ab-13017273,Hosted Tenting - 5 Man Tent,Private room in tent,Private room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15467951,-125.9063646,13017273,34994271
ab-13017357,Hostel Mens Dorm Bed #11,Dorm,Shared room,5/14/16,2016-05-14,9-27-17,2017-09-27,49.15295906,-125.9048184,13017357,34994271
ab-13017458,Hosted Tenting - 4 Man tent #8,Tent,Private room,5/14/16,2016-05-14,9-27-17,2017-09-27,49.1535584,-125.9046544,13017458,34994271
ab-13017582,Hostel Mens Dorm Bed #1,Shared room in dorm,Shared room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15354301,-125.906008,13017582,34994271
ab-13017597,Studio Tree House by the Sea,Treehouse,Entire home/apt,12/17/18,2018-12-17,1-29-19,2019-01-29,49.11557531,-125.8815742,13017597,8524444
ab-13017782,Hostel Mens Dorm Bed #7,Shared room in dorm,Shared room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15450071,-125.9054468,13017782,34994271
ab-13017826,Hostel Mens Dorm Bed #12,Shared room in dorm,Shared room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.15350759,-125.9066681,13017826,34994271
ab-13017873,Hostel Womens Dorm Bed #1,Dorm,Shared room,5/14/16,2016-05-14,9-25-17,2017-09-25,49.15421902,-125.904881,13017873,34994271
ab-3027470,Comfortable Suite With Queen Bed,Bed and breakfast,Private room,5/11/14,2014-05-11,12-2-18,2018-12-02,49.13182677,-125.8948177,3027470,15421711
ab-13018340,Hostel Womens Dorm Bed #2,Dorm,Shared room,5/14/16,2016-05-14,9-27-17,2017-09-27,49.15341317,-125.905238,13018340,34994271
ab-13018381,Hostel Womens Dorm Bed #11,Shared room in dorm,Shared room,5/14/16,2016-05-14,1-17-18,2018-01-17,49.1548528,-125.9054268,13018381,34994271
ab-13018420,Hostel Womens Dorm Bed #3,Dorm,Shared room,5/14/16,2016-05-14,9-27-17,2017-09-27,49.15433186,-125.9058571,13018420,34994271
ab-13018466,Hostel Womens Dorm Bed #4,Dorm,Shared room,5/14/16,2016-05-14,9-27-17,2017-09-27,49.15408814,-125.906625,13018466,34994271
ab-1036903,THE OSPREY: Close to Beaches,Cabin,Entire home/apt,4/1/13,2013-04-01,5-21-19,2019-05-21,49.13041,-125.89317,1036903,5708398
ab-21029477,Tofino House,Guest suite,Entire home/apt,9/19/17,2017-09-19,5-20-19,2019-05-20,49.15026,-125.89354,21029477,151463095
ab-18852815,West Coast Cedar Suite,House,Entire home/apt,5/19/17,2017-05-19,5-23-19,2019-05-23,49.13323,-125.89493,18852815,131329280
ab-5990772,Sand Dollar - 1 bdrm vacation suite,Guest suite,Entire home/apt,4/11/15,2015-04-11,5-22-19,2019-05-22,49.14877,-125.89698,5990772,31104397
ab-5992344,Paddlers' Point Guesthouse,House,Private room,4/11/15,2015-04-11,5-23-19,2019-05-23,49.15042,-125.89025,5992344,31114553
ab-3104013,Cozy semi-waterfront unit in home  ,Guest suite,Entire home/apt,5/20/14,2014-05-20,5-24-19,2019-05-24,49.12381,-125.89423,3104013,15769988
ab-3115946,Very Comfortable Suite for 2 or 4,Bed and breakfast,Private room,5/22/14,2014-05-22,12-4-18,2018-12-04,49.13283522,-125.8932713,3115946,15421711
ab-3115992,Spacious Room - Wheel Chair Access,Bed and breakfast,Private room,5/22/14,2014-05-22,12-4-18,2018-12-04,49.13343473,-125.8939002,3115992,15421711
ab-9231907,Tofino Cedar Suite,House,Entire home/apt,11/1/15,2015-11-01,11-14-17,2017-11-14,49.14730016,-125.8973848,9231907,47990017
ab-3124570,Cedar Nest at Emerald Forest,Cabin,Entire home/apt,5/23/14,2014-05-23,5-23-19,2019-05-23,49.1163,-125.88286,3124570,15870820
ab-12088828,Breakfast and One Double Bed or Two Singles - Rm 2,Bed and breakfast,Private room,3/27/16,2016-03-27,5-24-19,2019-05-24,49.15241,-125.90929,12088828,47660498
ab-1117159,Cedarwood Cove Retreat - Sunrise Studio Cabin,Cabin,Entire home/apt,4/27/13,2013-04-27,5-22-19,2019-05-22,49.12039,-125.88761,1117159,3130309
ab-6993662,Wild Light Tofino Guest House,House,Entire home/apt,6/23/15,2015-06-23,5-23-19,2019-05-23,49.14746,-125.89509,6993662,27698066
ab-12088847,Breakfast and One Double Bed or Two Singles - Rm 1,Bed and breakfast,Private room,3/27/16,2016-03-27,5-24-19,2019-05-24,49.15126,-125.90868,12088847,47660498
ab-12088890,Breakfast and Two Bedrooms for four,Bed and breakfast,Private room,3/27/16,2016-03-27,5-24-19,2019-05-24,49.15213,-125.90943,12088890,47660498
ab-1123770,Tonquin Beach Suite Tofino,Apartment,Entire home/apt,4/29/13,2013-04-29,5-20-19,2019-05-20,49.14663,-125.91307,1123770,6164323
ab-1127422,"Cedar room for 2, cosy & private",Guest suite,Private room,5/1/13,2013-05-01,5-22-19,2019-05-22,49.11573,-125.88046,1127422,2146505
ab-7010401,Studio by the Sea,House,Private room,6/24/15,2015-06-24,1-11-17,2017-01-11,49.11688977,-125.8816775,7010401,8524444
ab-18346570,Whimbrel Cabin in the Cedars (Since 2017),Cabin,Entire home/apt,4/20/17,2017-04-20,5-23-19,2019-05-23,49.12342,-125.88841,18346570,25871397
ab-17422949,Tofino Forest House,House,Entire home/apt,2/22/17,2017-02-22,5-24-19,2019-05-24,49.11694,-125.88492,17422949,117852223
ab-13699445,Hostel Womens Dorm Bed #12,Shared room in dorm,Shared room,6/25/16,2016-06-25,1-17-18,2018-01-17,49.153445,-125.9044172,13699445,34994271
ab-9259590,Stylish Waterfront Condo,Loft,Entire home/apt,11/2/15,2015-11-02,11-19-16,2016-11-19,49.15140534,-125.8982633,9259590,2052205
ab-4550219,Cozy & Modern 1bd Close to Town,Apartment,Entire home/apt,10/20/14,2014-10-20,5-21-19,2019-05-21,49.1495,-125.899,4550219,23483041
ab-9274274,Private Inlet Getaway Close to Chesterman's Beach,Chalet,Entire home/apt,11/3/15,2015-11-03,5-21-19,2019-05-21,49.11275,-125.87427,9274274,6237362
ab-3215098,Cozy Room with external bathroom,Guest suite,Private room,6/2/14,2014-06-02,9-11-18,2018-09-11,49.15112601,-125.9028398,3215098,16284282
ab-3257779,Deluxe Room,House,Private room,6/7/14,2014-06-07,9-12-18,2018-09-12,49.15220634,-125.9035917,3257779,16284282
ab-3257925,2 Bedroom Suite,House,Private room,6/7/14,2014-06-07,9-11-18,2018-09-11,49.15060322,-125.9024366,3257925,16284282
ab-6028321,The Jingle Shell,Apartment,Entire home/apt,4/14/15,2015-04-14,2-20-17,2017-02-20,49.11097878,-125.879331,6028321,7043743
ab-13064530,Raven's Nest Suite in Tofino,Guest suite,Entire home/apt,5/17/16,2016-05-17,5-21-19,2019-05-21,49.15296,-125.90731,13064530,3168321
ab-7996953,Private Suite. Funky and Bright,Guest suite,Entire home/apt,8/20/15,2015-08-20,5-20-19,2019-05-20,49.15357,-125.90755,7996953,42213514
ab-15788383,The Homestead Tofino (South Side),Chalet,Entire home/apt,11/1/16,2016-11-01,5-23-19,2019-05-23,49.15231,-125.90994,15788383,102125245
ab-6045663,Queen Room,House,Private room,4/15/15,2015-04-15,2-26-17,2017-02-26,49.12813401,-125.8919386,6045663,31348744
ab-3294633,Tapasya Suite,Guest suite,Entire home/apt,6/11/14,2014-06-11,5-22-19,2019-05-22,49.11516,-125.88181,3294633,7434361
ab-1160507,Hemlock Hideaway Cottage,Cottage,Entire home/apt,5/11/13,2013-05-11,5-24-19,2019-05-24,49.11487,-125.87922,1160507,6359446
ab-8030445,Nature's Edge Guest House-Waterfront with Hot Tub,Cabin,Entire home/apt,8/22/15,2015-08-22,5-24-19,2019-05-24,49.11815,-125.88651,8030445,42399420
ab-17479134,Sunrise Suite - a few minute walk to the beach,Apartment,Entire home/apt,2/25/17,2017-02-25,5-24-19,2019-05-24,49.11554,-125.88134,17479134,10787421
ab-9329210,Heron Cottage,Cottage,Entire home/apt,7/3/17,2017-07-03,5-24-19,2019-05-24,49.13435,-125.88907,9329210,8989570
ab-17502704,Luxury Boutique Suite By Tofino ~ Spa Hot Tub ☆☆☆☆,Room in boutique hotel,Private room,2/27/17,2017-02-27,5-22-19,2019-05-22,48.94112,-125.5467,17502704,39772746
ab-3377059,Tofino Surf Cabin,Cabin,Entire home/apt,6/21/14,2014-06-21,5-23-19,2019-05-23,49.10879,-125.86997,3377059,17037228
ab-15814732,Chesterman Beach Suite,Apartment,Entire home/apt,11/2/16,2016-11-02,12-27-16,2016-12-27,49.12205246,-125.8938918,15814732,99924522
ab-19529407,Shipwreck Cottage at Chesterman Beach,Cabin,Entire home/apt,6/24/17,2017-06-24,5-25-19,2019-05-25,49.11399,-125.88714,19529407,12288481
ab-19533098,Smallwood Guest House,House,Entire home/apt,6/25/17,2017-06-25,5-22-19,2019-05-22,49.14178,-125.89473,19533098,4408090
ab-4753000,Cute Studio by South Chesterman's,House,Private room,11/17/14,2014-11-17,5-20-19,2019-05-20,49.11446,-125.88723,4753000,8813504
ab-7048850,Tofino Family Home & Hobby Farm,House,Entire home/apt,6/26/15,2015-06-26,5-24-19,2019-05-24,49.14201,-125.89366,7048850,36964900
ab-17524854,Lower Floor Studio Beach Cabin,Hut,Entire home/apt,3/1/17,2017-03-01,3-30-17,2017-03-30,49.12902079,-125.9008671,17524854,65790915
ab-1342321,Forest View Cabin,Cabin,Entire home/apt,7/3/13,2013-07-03,5-24-19,2019-05-24,49.10742,-125.86697,1342321,7280643
ab-12266901,Hosted Tenting - 2 Man tent#1,Private room in tent,Private room,4/5/16,2016-04-05,1-17-18,2018-01-17,49.15321414,-125.9069588,12266901,34994271
ab-12268463,Hosted Tenting - 2 Man tent #2,Private room in tent,Private room,4/5/16,2016-04-05,1-17-18,2018-01-17,49.15272246,-125.9052399,12268463,34994271
ab-12268964,Hosted Tenting - 4 Man tent #4,Private room in tent,Private room,4/5/16,2016-04-05,1-17-18,2018-01-17,49.15258048,-125.9048163,12268964,34994271
ab-12269015,Hosted Tenting - 2 Man tent # 3,Private room in tent,Private room,4/5/16,2016-04-05,1-17-18,2018-01-17,49.15412704,-125.9065526,12269015,34994271
ab-17533346,Luxury Boutique Suite By Tofino ~ Spa Hot Tub ☆☆☆☆,Room in boutique hotel,Private room,3/1/17,2017-03-01,5-20-19,2019-05-20,48.9396,-125.54631,17533346,39772746
ab-17533608,Luxury Boutique Suite By Tofino ~ Spa Hot Tub ☆☆☆☆,Room in boutique hotel,Private room,3/1/17,2017-03-01,5-22-19,2019-05-22,48.93995,-125.54598,17533608,39772746
ab-12287266,Hosted Tenting - 4 Man tent #5,Private room in tent,Private room,4/6/16,2016-04-06,1-19-18,2018-01-19,49.1534981,-125.9063369,12287266,34994271
ab-12288195,Hosted Tenting - 4 Man tent #6,Private room in tent,Private room,4/6/16,2016-04-06,1-17-18,2018-01-17,49.15423667,-125.9069241,12288195,34994271
ab-3440146,Meares Retreat (Charming & Cozy Sunrise room # 1),Guest suite,Private room,6/28/14,2014-06-28,5-24-19,2019-05-24,49.14955,-125.91302,3440146,17335775
ab-1371111,Sunset Loft,Loft,Entire home/apt,7/9/13,2013-07-09,5-22-19,2019-05-22,49.15217,-125.91065,1371111,7434361
ab-17544992,The Homestead Tofino,House,Entire home/apt,3/1/17,2017-03-01,3-26-17,2017-03-26,49.1510913,-125.9087201,17544992,102125245
ab-21203884,Namaste House Tofino,House,Entire home/apt,10/16/17,2017-10-16,11-1-17,2017-11-01,49.14213605,-125.8922217,21203884,7008619
ab-8100305,Herta´s Guest House - suite #2,Apartment,Private room,8/27/15,2015-08-27,5-24-19,2019-05-24,49.14531,-125.88987,8100305,38975430
ab-13798529,The Den,Guest suite,Entire home/apt,7/1/16,2016-07-01,5-24-19,2019-05-24,49.14214,-125.90012,13798529,24500655
ab-7091941,Private Room# 1 - Double Bed,House,Private room,6/29/15,2015-06-29,9-27-17,2017-09-27,49.15400861,-125.9061079,7091941,34994271
ab-7092152,Private Room # 2- Double Bed,Private room in house,Private room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15471678,-125.9060881,7092152,34994271
ab-7092337,Private Room #3- Double Bed,House,Private room,6/29/15,2015-06-29,9-12-17,2017-09-12,49.15416921,-125.9063977,7092337,34994271
ab-7092479,Private Room #4 - Bunk Bed and Single,Private room in hostel,Private room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15440189,-125.9047375,7092479,34994271
ab-7092563,Private Room# 5 - Bunk Bed(women's only),Private room in house,Private room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15399234,-125.9067415,7092563,34994271
ab-7092733,Hostel Mens Dorm Bed #5,Shared room in dorm,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15317036,-125.9049664,7092733,34994271
ab-7092883,Hostel Mens Dorm Bed #2,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15306998,-125.9067456,7092883,34994271
ab-7092995,Hostel Mens Dorm Bed #3,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15271228,-125.9047065,7092995,34994271
ab-7093103,Hostel Mens Dorm Bed #4,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15462731,-125.9051114,7093103,34994271
ab-7093188,Hostel Mens Dorm Bed #8,Dorm,Shared room,6/29/15,2015-06-29,9-27-17,2017-09-27,49.1531854,-125.9064286,7093188,34994271
ab-7093246,Hostel Mens Dorm Bed #6,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15491904,-125.9062778,7093246,34994271
ab-7093298,Hostel Womens Dorm Bed #7,Shared room in house,Shared room,6/29/15,2015-06-29,1-19-18,2018-01-19,49.15416201,-125.9061573,7093298,34994271
ab-7093359,Hostel Womens Dorm Bed #8,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15482869,-125.9066557,7093359,34994271
ab-7093422,Hostel Womens Dorm Bed #9,Shared room in house,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15420844,-125.9051216,7093422,34994271
ab-7093461,Hostel Womens Dorm Bed #5,Dorm,Shared room,6/29/15,2015-06-29,9-25-17,2017-09-25,49.15473522,-125.9061755,7093461,34994271
ab-7093489,Hostel Womens Dorm Bed #6,Dorm,Shared room,6/29/15,2015-06-29,9-27-17,2017-09-27,49.15351008,-125.905272,7093489,34994271
ab-7093534,Hostel Womens Dorm Bed #10,Shared room in dorm,Shared room,6/29/15,2015-06-29,1-17-18,2018-01-17,49.15430924,-125.9045771,7093534,34994271
ab-7109292,Tofino Waterfront Studio,Condominium,Entire home/apt,7/1/15,2015-07-01,5-21-19,2019-05-21,49.15353,-125.90933,7109292,37243197
ab-4809801,Portofino,Apartment,Entire home/apt,11/24/14,2014-11-24,5-22-19,2019-05-22,49.1526,-125.91052,4809801,7434361
ab-21309409,Tofino Seascape- Direct Oceanfront!,House,Entire home/apt,10/14/17,2017-10-14,5-21-19,2019-05-21,49.11829,-125.89499,21309409,15953623
ab-13815908,Cozy Curlew,Guesthouse,Entire home/apt,7/2/16,2016-07-02,5-22-19,2019-05-22,49.10678,-125.86752,13815908,7434361
ab-18935371,Seabrook,Guest suite,Entire home/apt,5/24/17,2017-05-24,5-21-19,2019-05-21,49.13955,-125.8891,18935371,132001017
ab-15196432,Beautiful Oceanview Ucluelet Guesthouse By Tofino!,Guesthouse,Entire home/apt,9/22/16,2016-09-22,2-6-17,2017-02-06,48.9351425,-125.5484539,15196432,39772746
ab-21396248,Heron House,House,Entire home/apt,2/24/18,2018-02-24,5-22-19,2019-05-22,49.13418,-125.88998,21396248,8989570
ab-4861189,Stella Maris,Apartment,Entire home/apt,12/2/14,2014-12-02,5-21-19,2019-05-21,49.11235,-125.87974,4861189,25005213
ab-15871772,Coho Queen Suite,Guesthouse,Private room,11/6/16,2016-11-06,9-25-17,2017-09-25,49.15113682,-125.8988929,15871772,102892472
ab-15872137,Ocean View Deluxe Suite with Kitchen,Apartment,Entire home/apt,11/6/16,2016-11-06,5-21-19,2019-05-21,49.1517,-125.89844,15872137,102892472
ab-3522827,Raven's View House in Tofino,Guest suite,Entire home/apt,7/6/14,2014-07-06,4-22-18,2018-04-22,49.1524436,-125.9055858,3522827,3168321
ab-6262899,Pacific Paradise - Tofino Glamping,Camper/RV,Entire home/apt,5/2/15,2015-05-02,4-25-18,2018-04-25,49.08103323,-125.7866718,6262899,32545687
ab-4879297,South Chesterman's 2 BR Beach Home,House,Entire home/apt,12/5/14,2014-12-05,5-24-19,2019-05-24,49.11393,-125.88556,4879297,8813504
ab-15883405,The Surf Suite on Chesterman,House,Private room,11/7/16,2016-11-07,5-23-19,2019-05-23,49.1169,-125.89178,15883405,102997570
ab-4885874,Blue Heron House,Entire house,Entire home/apt,12/6/14,2014-12-06,1-1-18,2018-01-01,49.11437078,-125.8776445,4885874,23901763
ab-18974478,Zen Den at Dockside Lodge,Guesthouse,Private room,5/26/17,2017-05-26,7-5-17,2017-07-05,49.15091801,-125.8972718,18974478,90824097
ab-12389556,"Wet Coast Tofino Retreat.... very tranquil, quiet",House,Private room,4/11/16,2016-04-11,7-28-16,2016-07-28,49.13445863,-125.8923312,12389556,66986096
ab-3595127,Summerhill Guest House: Rose Room,Apartment,Private room,7/13/14,2014-07-13,5-23-19,2019-05-23,49.13088,-125.89238,3595127,18066903
ab-6301830,Osa House- Forest Den,House,Private room,5/5/15,2015-05-05,5-23-19,2019-05-23,49.14671,-125.90946,6301830,32770977
ab-6302032,Osa House- The Beach Bunk,House,Private room,5/5/15,2015-05-05,5-24-19,2019-05-24,49.1469,-125.90794,6302032,32770977
ab-14453360,#6 - South Chesterman,Apartment,Entire home/apt,8/9/16,2016-08-09,2-18-17,2017-02-18,49.1134231,-125.8811305,14453360,7434361
ab-1538677,Cedarwood Cove Retreat - Waterfront Sunrise House,House,Entire home/apt,8/15/13,2013-08-15,5-24-19,2019-05-24,49.11848,-125.88546,1538677,3130309
ab-21633813,Tofino Waterfront Condo,Condominium,Entire home/apt,11/11/17,2017-11-11,5-22-19,2019-05-22,49.15384,-125.90922,21633813,157045368
ab-3637777,Casita Tofino: Cabin near beaches,Cottage,Entire home/apt,7/17/14,2014-07-17,5-24-19,2019-05-24,49.11173,-125.87569,3637777,16659387
ab-1561572,Lucky Eagle Guest Lodge,Chalet,Entire home/apt,8/21/13,2013-08-21,5-23-19,2019-05-23,49.14819,-125.89601,1561572,8309409
ab-3643900,"SaunaHouse Cabin,1"" stroll to beach",Bed and breakfast,Private room,7/18/14,2014-07-18,5-24-19,2019-05-24,49.11965,-125.89128,3643900,17656492
ab-3643984,"Birdlovers Loft, 1"" stroll to beach",Bed and breakfast,Private room,7/18/14,2014-07-18,5-23-19,2019-05-23,49.11839,-125.89286,3643984,17656492
ab-3644073,"Sea Dreams ,1"" stroll to beach",Bed and breakfast,Private room,7/18/14,2014-07-18,5-24-19,2019-05-24,49.11813,-125.89235,3644073,17656492
ab-3651719,Surf Suite- Point at Chesterman,House,Private room,7/19/14,2014-07-19,11-8-16,2016-11-08,49.11858893,-125.892625,3651719,18346769
ab-16779475,Sailfin Suite,Guest suite,Entire home/apt,1/13/17,2017-01-13,5-24-19,2019-05-24,49.13028,-125.89351,16779475,16393729
ab-6334956,Small Pleasant Cottage,House,Entire home/apt,5/8/15,2015-05-08,5-23-19,2019-05-23,49.12921,-125.89283,6334956,32980412
ab-16783468,BEACH FRONT on Long Beach Tofino,House,Entire home/apt,1/13/17,2017-01-13,8-30-18,2018-08-30,49.07227465,-125.7815141,16783468,109381238
ab-16796666,"1 Bdrm; 1 Bath Private Apartment, Great Location",Apartment,Entire home/apt,1/14/17,2017-01-14,9-18-18,2018-09-18,49.1316151,-125.8924909,16796666,111654065
ab-4989201,Meares View 202,Apartment,Entire home/apt,12/25/14,2014-12-25,10-30-18,2018-10-30,49.15329012,-125.9026788,4989201,25723350
ab-14488958,Tofino Skylodge,Guest suite,Entire home/apt,8/11/16,2016-08-11,5-20-19,2019-05-20,49.14094,-125.89546,14488958,89404715
ab-13193411,Surf &#x27;n&#x27; Turf,House,Entire home/apt,5/25/16,2016-05-25,9-27-16,2016-09-27,49.14881195,-125.9101057,13193411,7434361
ab-13202486,Tofino Treetop Surf Home,House,Entire home/apt,5/25/16,2016-05-25,6-24-16,2016-06-24,49.1090688,-125.8728763,13202486,17037228
ab-3742131,Green Cedar Retreat: 2 Beds+Hot Tub,House,Private room,7/28/14,2014-07-28,5-22-19,2019-05-22,49.13194,-125.89318,3742131,16832599
ab-9612027,"Stargazer Sleeping Loft, Tofino BC",Treehouse,Private room,11/22/15,2015-11-22,5-24-19,2019-05-24,49.11915,-125.86573,9612027,49728278
ab-9612466,"Forest Den in Tofino, BC",House,Private room,11/22/15,2015-11-22,5-4-17,2017-05-04,49.10847868,-125.8686056,9612466,49728278
ab-12513322,Dancing Cedars Private Room 3,House,Private room,4/16/16,2016-04-16,5-21-19,2019-05-21,49.14999,-125.89386,12513322,51374293
ab-3761904,The Point Suite Surf Tofino,House,Private room,7/30/14,2014-07-30,11-9-16,2016-11-09,49.12022364,-125.8918287,3761904,18346769
ab-18542302,CONDO 210 | PARADISE RIDGE RENTALS (Not in Tofino),Condominium,Private room,5/1/17,2017-05-01,5-2-18,2018-05-02,49.7372462,-125.3096526,18542302,6746349
ab-1728294,CedarView House - Tofino,House,Entire home/apt,1/18/18,2018-01-18,5-23-19,2019-05-23,49.11479,-125.87827,1728294,9107401
ab-12535450,Water Front Condo15 Downtown Tofino,Condominium,Entire home/apt,4/17/16,2016-04-17,5-22-19,2019-05-22,49.15461,-125.91081,12535450,8813504
ab-7294407,#36 - South Chesterman,Apartment,Entire home/apt,7/10/15,2015-07-10,2-16-17,2017-02-16,49.11272491,-125.879858,7294407,7434361
ab-19037101,Cedar Shack Cabin by the Beach & Private Hot Tub,Cottage,Entire home/apt,5/30/17,2017-05-30,5-23-19,2019-05-23,49.11238,-125.88545,19037101,58902662
ab-16829825,The Homestead Tofino (North Side),House,Entire home/apt,1/16/17,2017-01-16,5-23-19,2019-05-23,49.15243,-125.90898,16829825,102125245
ab-6426504,The Loft,Guesthouse,Entire home/apt,5/15/15,2015-05-15,5-21-19,2019-05-21,49.13078,-125.89153,6426504,7434361
ab-6426560,Cypre House - Suite #1,Apartment,Entire home/apt,5/15/15,2015-05-15,12-27-16,2016-12-27,49.15253075,-125.9018944,6426560,7434361
ab-6426579,Cypre House Suite,Entire apartment,Entire home/apt,5/15/15,2015-05-15,2-4-18,2018-02-04,49.15284819,-125.9024376,6426579,7434361
ab-3826721,The West Coast Suite,House,Private room,8/7/14,2014-08-07,11-7-16,2016-11-07,49.11810167,-125.8923895,3826721,18346769
ab-5013927,Tofino Cabinas - Cedarwood #2,Guest suite,Entire home/apt,12/30/14,2014-12-30,5-21-19,2019-05-21,49.13138,-125.89237,5013927,7434361
ab-5014449,Tofino Cabinas - The Nook,Guest suite,Entire home/apt,12/30/14,2014-12-30,5-25-19,2019-05-25,49.12995,-125.89378,5014449,7434361
ab-1810888,Drift Wood Room - Cozy Room In Down Town Tofino !,Bed and breakfast,Private room,10/17/13,2013-10-17,5-21-19,2019-05-21,49.15457,-125.9059,1810888,9487541
ab-1810967,Cedar Room - Cozy Room Right In Down Town Tofino !,Bed and breakfast,Private room,10/17/13,2013-10-17,5-21-19,2019-05-21,49.15252,-125.90656,1810967,9487541
ab-1811013,Comfortable Family Room Right In Down Town Tofino!,Bed and breakfast,Private room,6/17/17,2017-06-17,5-21-19,2019-05-21,49.15273,-125.90615,1811013,9487541
ab-5021433,#29 - South Chesterman,Apartment,Entire home/apt,1/1/15,2015-01-01,2-18-17,2017-02-18,49.11329802,-125.8816225,5021433,7434361
ab-13898029,Tree Fern Guesthouse: New! Walk to the Beach!,Cabin,Entire home/apt,7/7/16,2016-07-07,5-21-19,2019-05-21,49.11514,-125.87905,13898029,82352660
ab-19038843,Yew Wood Stay,Guest suite,Entire home/apt,5/30/17,2017-05-30,5-24-19,2019-05-24,49.14071,-125.8935,19038843,7434361
ab-9695571,Westcoast Home,House,Entire home/apt,11/26/15,2015-11-26,2-28-17,2017-02-28,49.12699063,-125.8905177,9695571,31348744
ab-18585646,Salal Forest Private Room & Ensuite*,Guest suite,Private room,5/4/17,2017-05-04,11-5-17,2017-11-05,49.13389172,-125.8932511,18585646,108906918
ab-16865926,Private suite with water views,Guesthouse,Entire home/apt,1/18/17,2017-01-18,3-20-18,2018-03-20,49.14833052,-125.8961774,16865926,112386933
ab-15327219,Shallow Mar,Entire apartment,Entire home/apt,10/1/16,2016-10-01,2-14-18,2018-02-14,49.15365052,-125.905497,15327219,46594295
ab-16014385,The Point Suite at Chesterman,Guesthouse,Private room,11/16/16,2016-11-16,5-22-19,2019-05-22,49.11677,-125.89214,16014385,102997570
ab-16016571,The Westcoast Suite at Chesterman,Guesthouse,Private room,11/16/16,2016-11-16,5-23-19,2019-05-23,49.11591,-125.89105,16016571,102997570
ab-7351034,The Grey Wolf; Modern house with an inlet view,House,Entire home/apt,7/13/15,2015-07-13,5-25-19,2019-05-25,49.1464,-125.89749,7351034,23483041
ab-8321607,Downtown apt w/ Meares Island view,Apartment,Entire home/apt,9/10/15,2015-09-10,9-19-16,2016-09-19,49.15383028,-125.9047518,8321607,10991498
ab-6494600,1 Bedroom Harbour Front Condo,Condominium,Entire home/apt,5/20/15,2015-05-20,5-21-19,2019-05-21,49.15052,-125.89466,6494600,33948298
ab-16029470,One bedroom suite with kitchen and hot tub.,Guest suite,Entire home/apt,11/17/16,2016-11-17,5-21-19,2019-05-21,49.10637,-125.87672,16029470,72954528
ab-6507031,Red House,House,Entire home/apt,5/21/15,2015-05-21,11-16-16,2016-11-16,49.14976994,-125.8991144,6507031,7434361
ab-6507037,Cox Bay Cabin,Guesthouse,Entire home/apt,5/21/15,2015-05-21,5-24-19,2019-05-24,49.10628,-125.8665,6507037,7434361
ab-17696468,New Bright Home with View,House,Entire home/apt,3/11/17,2017-03-11,8-27-17,2017-08-27,49.14239077,-125.8913818,17696468,24500655
ab-19057331,Fred Tibbs #6,Apartment,Entire home/apt,6/1/17,2017-06-01,5-24-19,2019-05-24,49.15334,-125.90979,19057331,7434361
ab-21739613,Alder House Tofino | Hot tub & Fire pit,Chalet,Entire home/apt,11/18/17,2017-11-18,5-22-19,2019-05-22,49.13974,-125.88841,21739613,19300961
ab-5058230,The Blue Heron Couples Retreat,Apartment,Entire home/apt,1/5/15,2015-01-05,1-24-18,2018-01-24,49.11527528,-125.8811736,5058230,26117557
ab-21781086,Cypre Suite,Guest suite,Entire home/apt,11/18/17,2017-11-18,5-24-19,2019-05-24,49.1514,-125.90123,21781086,158706948
ab-20287283,Lagoon Float Camp,Houseboat,Entire home/apt,8/5/17,2017-08-05,5-24-19,2019-05-24,49.14956,-125.8962,20287283,8309409
ab-19720848,The Beacon Guesthouse 3-Bedroom Harbourview Home,House,Entire home/apt,7/4/17,2017-07-04,5-21-19,2019-05-21,49.15229,-125.90469,19720848,137923463
ab-21799167,Tofino Panorama,House,Entire home/apt,11/21/17,2017-11-21,5-21-19,2019-05-21,49.11412,-125.8739,21799167,69184513
